<<<<<<< HEAD
Frequences des aires,nombres faces
0.00178255,5002
0.00178584,5002
0.00178912,5002
0.0017924,5002
0.00179569,5002
0.00179897,5002
0.00180225,5002
0.00180553,5002
0.00180882,5002
0.0018121,5002
0.00181538,5002
0.00181867,5002
0.00182195,5002
0.00182523,5002
0.00182851,5002
0.0018318,5002
0.00183508,5002
0.00183836,5002
0.00184164,5002
0.00184493,5002
0.00184821,5002
0.00185149,5002
0.00185478,5002
0.00185806,5002
0.00186134,5002
0.00186462,5002
0.00186791,5002
0.00187119,5002
0.00187447,5002
0.00187776,5002
0.00188104,5002
0.00188432,5002
0.0018876,5002
0.00189089,5002
0.00189417,5002
0.00189745,5002
0.00190074,5002
0.00190402,5002
0.0019073,5002
0.00191058,5002
0.00191387,5002
0.00191715,5002
0.00192043,5002
0.00192371,5002
0.001927,5002
0.00193028,5002
0.00193356,5002
0.00193685,5002
0.00194013,5002
0.00194341,5002
0.00194669,5002
0.00194998,5002
0.00195326,5002
0.00195654,5002
0.00195983,5002
0.00196311,5002
0.00196639,5002
0.00196967,5002
0.00197296,5002
0.00197624,5002
0.00197952,5002
0.0019828,5002
0.00198609,5002
0.00198937,5002
0.00199265,5002
0.00199593,5002
0.00199922,5002
0.0020025,5002
0.00200578,5002
0.00200907,5002
0.00201235,5002
0.00201563,5002
0.00201891,5002
0.0020222,5002
0.00202548,5002
0.00202876,5002
0.00203204,5002
0.00203533,5002
0.00203861,5002
0.00204189,5002
0.00204518,5002
0.00204846,5002
0.00205174,5002
0.00205502,5002
0.00205831,5002
0.00206159,5002
0.00206487,5002
0.00206815,5002
0.00207144,5002
0.00207472,5002
0.002078,5002
0.00208128,5002
0.00208457,5002
0.00208785,5002
0.00209113,5002
0.00209442,5002
0.0020977,5002
0.00210098,5002
0.00210426,5002
0.00210755,5002
0.00211083,5002
0.00211411,5002
0.00211739,5002
0.00212068,5002
0.00212396,5002
0.00212724,5002
0.00213052,5002
0.00213381,5002
0.00213709,5002
0.00214037,5002
0.00214366,5002
0.00214694,5002
0.00215022,5002
0.0021535,5002
0.00215679,5002
0.00216007,5002
0.00216335,5002
0.00216663,5002
0.00216992,5002
0.0021732,5002
0.00217648,5002
0.00217976,5002
0.00218305,5002
0.00218633,5002
0.00218961,5002
0.0021929,5002
0.00219618,5002
0.00219946,5002
0.00220274,5002
0.00220603,5002
0.00220931,5002
0.00221259,5002
0.00221587,5002
0.00221916,5002
0.00222244,5002
0.00222572,5002
0.00222901,5002
0.00223229,5002
0.00223557,5002
0.00223885,5002
0.00224214,5002
0.00224542,5002
0.0022487,5002
0.00225198,5002
0.00225527,5002
0.00225855,5002
0.00226183,5002
0.00226511,5002
0.0022684,5002
0.00227168,5002
0.00227496,5002
0.00227825,5002
0.00228153,5002
0.00228481,5002
0.00228809,5002
0.00229138,5002
0.00229466,5002
0.00229794,5002
0.00230122,5002
0.00230451,5002
0.00230779,5002
0.00231107,5002
0.00231435,5002
0.00231764,5002
0.00232092,5002
0.0023242,5002
0.00232749,5002
0.00233077,5002
0.00233405,5002
0.00233733,5002
0.00234062,5002
0.0023439,5002
0.00234718,5002
0.00235046,5002
0.00235375,5002
0.00235703,5002
0.00236031,5002
0.00236359,5002
0.00236688,5002
0.00237016,5002
0.00237344,5002
0.00237673,5002
0.00238001,5002
0.00238329,5002
0.00238657,5002
0.00238986,5002
0.00239314,5002
0.00239642,5002
0.0023997,5002
0.00240299,5002
0.00240627,5002
0.00240955,5002
0.00241284,5002
0.00241612,5002
0.0024194,5002
0.00242268,5002
0.00242597,5002
0.00242925,5002
0.00243253,5002
0.00243581,5002
0.0024391,5002
0.00244238,5002
0.00244566,5002
0.00244894,5002
0.00245223,5002
0.00245551,5002
0.00245879,5002
0.00246208,5002
0.00246536,5002
0.00246864,5002
0.00247192,5002
0.00247521,5002
0.00247849,5002
0.00248177,5002
0.00248505,5002
0.00248834,5002
0.00249162,5002
0.0024949,5002
0.00249818,5002
0.00250147,5002
0.00250475,5002
0.00250803,5002
0.00251132,5002
0.0025146,5002
0.00251788,5002
0.00252116,5002
0.00252445,5002
0.00252773,5002
0.00253101,5002
0.00253429,5002
0.00253758,5002
0.00254086,5002
0.00254414,5002
0.00254742,5002
0.00255071,5002
0.00255399,5002
0.00255727,5002
0.00256056,5002
0.00256384,5002
0.00256712,5002
0.0025704,5002
0.00257369,5002
0.00257697,5002
0.00258025,5002
0.00258353,5002
0.00258682,5002
0.0025901,5002
0.00259338,5002
0.00259667,5002
0.00259995,5002
0.00260323,5002
0.00260651,5002
0.0026098,5002
0.00261308,5002
0.00261636,5002
0.00261964,5002
0.00262293,5002
0.00262621,5002
0.00262949,5002
0.00263277,5002
0.00263606,5002
0.00263934,5002
0.00264262,5002
0.00264591,5002
0.00264919,5002
0.00265247,5002
0.00265575,5002
0.00265904,5002
0.00266232,5002
0.0026656,5002
0.00266888,5002
0.00267217,5002
0.00267545,5002
0.00267873,5002
0.00268201,5002
0.0026853,5002
0.00268858,5002
0.00269186,5002
0.00269515,5002
0.00269843,5002
0.00270171,5002
0.00270499,5002
0.00270828,5002
0.00271156,5002
0.00271484,5002
0.00271812,5002
0.00272141,5002
0.00272469,5002
0.00272797,5002
0.00273126,5002
0.00273454,5002
0.00273782,5002
0.0027411,5002
0.00274439,5002
0.00274767,5002
0.00275095,5002
0.00275423,5002
0.00275752,5002
0.0027608,5002
0.00276408,5002
0.00276736,5002
0.00277065,5002
0.00277393,5002
0.00277721,5002
0.0027805,5002
0.00278378,5002
0.00278706,5002
0.00279034,5002
0.00279363,5002
0.00279691,5002
0.00280019,5002
0.00280347,5002
0.00280676,5002
0.00281004,5002
0.00281332,5002
0.0028166,5002
0.00281989,5002
0.00282317,5002
0.00282645,5002
0.00282974,5002
0.00283302,5002
0.0028363,5002
0.00283958,5002
0.00284287,5002
0.00284615,5002
0.00284943,5002
0.00285271,5002
0.002856,5002
0.00285928,5002
0.00286256,5002
0.00286584,5002
0.00286913,5002
0.00287241,5002
0.00287569,5002
0.00287898,5002
0.00288226,5002
0.00288554,5002
0.00288882,5002
0.00289211,5002
0.00289539,5002
0.00289867,5002
0.00290195,5002
0.00290524,5002
0.00290852,5002
0.0029118,5002
0.00291509,5002
0.00291837,5002
0.00292165,5002
0.00292493,5002
0.00292822,5002
0.0029315,5002
0.00293478,5002
0.00293806,5002
0.00294135,5002
0.00294463,5002
0.00294791,5002
0.00295119,5002
0.00295448,5002
0.00295776,5002
0.00296104,5002
0.00296433,5002
0.00296761,5002
0.00297089,5002
0.00297417,5002
0.00297746,5002
0.00298074,5002
0.00298402,5002
0.0029873,5002
0.00299059,5002
0.00299387,5002
0.00299715,5002
0.00300043,5002
0.00300372,5002
0.003007,5002
0.00301028,5002
0.00301357,5002
0.00301685,5002
0.00302013,5002
0.00302341,5002
0.0030267,5002
0.00302998,5002
0.00303326,5002
0.00303654,5002
0.00303983,5002
0.00304311,5002
0.00304639,5002
0.00304967,5002
0.00305296,5002
0.00305624,5002
0.00305952,5002
0.00306281,5002
0.00306609,5002
0.00306937,5002
0.00307265,5002
0.00307594,5002
0.00307922,5002
0.0030825,5002
0.00308578,5002
0.00308907,5002
0.00309235,5002
0.00309563,5002
0.00309892,5002
0.0031022,5002
0.00310548,5002
0.00310876,5002
0.00311205,5002
0.00311533,5002
0.00311861,5002
0.00312189,5002
0.00312518,5002
0.00312846,5002
0.00313174,5002
0.00313502,5002
0.00313831,5002
0.00314159,5002
0.00314487,5002
0.00314816,5002
0.00315144,5002
0.00315472,5002
0.003158,5002
0.00316129,5002
0.00316457,5002
0.00316785,5002
0.00317113,5002
0.00317442,5002
0.0031777,5002
0.00318098,5002
0.00318426,5002
0.00318755,5002
0.00319083,5002
0.00319411,5002
0.0031974,5002
0.00320068,5002
0.00320396,5002
0.00320724,5002
0.00321053,5002
0.00321381,5002
0.00321709,5002
0.00322037,5002
0.00322366,5002
0.00322694,5002
0.00323022,5002
0.0032335,5002
0.00323679,5002
0.00324007,5002
0.00324335,5002
0.00324664,5002
0.00324992,5002
0.0032532,5002
0.00325648,5002
0.00325977,5002
0.00326305,5002
0.00326633,5002
0.00326961,5002
0.0032729,5002
0.00327618,5002
0.00327946,5002
0.00328275,5002
0.00328603,5002
0.00328931,5002
0.00329259,5002
0.00329588,5002
0.00329916,5002
0.00330244,5002
0.00330572,5002
0.00330901,5002
0.00331229,5002
0.00331557,5002
0.00331885,5002
0.00332214,5002
0.00332542,5002
0.0033287,5002
0.00333199,5002
0.00333527,5002
0.00333855,5002
0.00334183,5002
0.00334512,5002
0.0033484,5002
0.00335168,5002
0.00335496,5002
0.00335825,5002
0.00336153,5002
0.00336481,5002
0.00336809,5002
0.00337138,5002
0.00337466,5002
0.00337794,5002
0.00338123,5002
0.00338451,5002
0.00338779,5002
0.00339107,5002
0.00339436,5002
0.00339764,5002
0.00340092,5002
0.0034042,5002
0.00340749,5002
0.00341077,5002
0.00341405,5002
0.00341733,5002
0.00342062,5002
0.0034239,5002
0.00342718,5002
0.00343047,5002
0.00343258,5002
=======
Aires,nb faces
0.0280733,60
0.0308806,120
0.0336879,120
0.0364953,240
0.0393026,180
0.0421099,360
0.0449172,480
0.0477246,600
0.0505319,840
0.0533392,1140
0.0561466,1440
0.0589539,1980
0.0617612,3180
0.0645685,4400
0.0673759,4160
0.0701832,3860
0.0718654,3620
>>>>>>> review
